locus_tag	ftype	length_bp	gene	EC_number	COG	product
SEQF10000.1_01067	CDS	3678	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
SEQF10000.1_01068	misc_RNA	101				Purine
SEQF10000.1_01069	CDS	282	hup_1			DNA-binding protein HU
SEQF10000.1_01070	CDS	468				hypothetical protein
SEQF10000.1_01071	CDS	849				hypothetical protein
SEQF10000.1_01072	CDS	1074	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
SEQF10000.1_01073	CDS	318				hypothetical protein
SEQF10000.1_01074	CDS	777	yigL_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
SEQF10000.1_01075	CDS	804	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
SEQF10000.1_01076	CDS	1326				hypothetical protein
SEQF10000.1_01077	CDS	690				hypothetical protein
SEQF10000.1_01078	CDS	447				hypothetical protein
SEQF10000.1_01079	CDS	501	crr		COG2190	PTS system glucose-specific EIIA component
SEQF10000.1_01080	CDS	774	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
SEQF10000.1_01081	CDS	1098	dnaN_1		COG0592	Beta sliding clamp
SEQF10000.1_01082	CDS	1026	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
SEQF10000.1_01083	CDS	813	yigL_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
SEQF10000.1_01084	CDS	468				hypothetical protein
SEQF10000.1_01085	CDS	1062				hypothetical protein
SEQF10000.1_01086	CDS	1167	drdK	2.7.1.-		5-deoxyribose kinase
SEQF10000.1_01087	CDS	1050	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
SEQF10000.1_01088	CDS	1290	mleN_7		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
SEQF10000.1_01089	CDS	1380	dapL	2.6.1.83		LL-diaminopimelate aminotransferase
SEQF10000.1_01090	CDS	669	drdA_2	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
SEQF10000.1_01091	CDS	636	nikE	7.2.2.11	COG4608	Nickel import system ATP-binding protein NikE
SEQF10000.1_01092	CDS	795	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
SEQF10000.1_01093	CDS	822	dppC		COG1173	Dipeptide transport system permease protein DppC
SEQF10000.1_01094	CDS	978	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
SEQF10000.1_01095	CDS	1638				hypothetical protein
SEQF10000.1_01096	CDS	381				hypothetical protein
SEQF10000.1_01097	CDS	297				hypothetical protein
SEQF10000.1_01098	CDS	294				hypothetical protein
SEQF10000.1_01099	CDS	111				hypothetical protein
SEQF10000.1_01100	CDS	174				hypothetical protein
SEQF10000.1_01101	CDS	672	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
SEQF10000.1_01102	CDS	213				hypothetical protein
SEQF10000.1_01103	CDS	723				hypothetical protein
SEQF10000.1_01104	CDS	225				hypothetical protein
SEQF10000.1_01105	CDS	354				hypothetical protein
SEQF10000.1_01106	CDS	255				hypothetical protein
SEQF10000.1_01107	CDS	1710	proS	6.1.1.15	COG0442	Proline--tRNA ligase
SEQF10000.1_01108	CDS	1488	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
SEQF10000.1_01109	CDS	1770				hypothetical protein
SEQF10000.1_01110	CDS	552	lemA		COG1704	Protein LemA
SEQF10000.1_01111	CDS	1185		1.1.1.38		NAD-dependent malic enzyme
SEQF10000.1_01112	CDS	780	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
SEQF10000.1_01113	CDS	576				hypothetical protein
SEQF10000.1_01114	CDS	684	walR		COG0745	Transcriptional regulatory protein WalR
SEQF10000.1_01115	CDS	1734	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
SEQF10000.1_01116	CDS	1479				hypothetical protein
SEQF10000.1_01117	CDS	432				hypothetical protein
SEQF10000.1_01118	CDS	1047				hypothetical protein
SEQF10000.1_01119	CDS	825	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
SEQF10000.1_01120	CDS	909				hypothetical protein
SEQF10000.1_01121	CDS	942	panS		COG0385	Pantothenate precursors transporter PanS
SEQF10000.1_01122	CDS	843	panC	6.3.2.1	COG0414	Pantothenate synthetase
SEQF10000.1_01123	CDS	1395	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
SEQF10000.1_01124	CDS	849	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
SEQF10000.1_01125	CDS	750	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
SEQF10000.1_01126	CDS	1080	hmuU_4		COG0609	Hemin transport system permease protein HmuU
SEQF10000.1_01127	CDS	951	btuF_3			Vitamin B12-binding protein
SEQF10000.1_01128	CDS	636	ntpD			V-type sodium ATPase subunit D
SEQF10000.1_01129	CDS	1377	ntpB			V-type sodium ATPase subunit B
SEQF10000.1_01130	CDS	1779	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
SEQF10000.1_01131	CDS	309	ntpG			V-type sodium ATPase subunit G
SEQF10000.1_01132	CDS	999	ntpC			V-type sodium ATPase subunit C
SEQF10000.1_01133	CDS	555	atpE_2			V-type proton ATPase subunit E
SEQF10000.1_01134	CDS	486	ntpK			V-type sodium ATPase subunit K
SEQF10000.1_01135	CDS	1917				hypothetical protein
SEQF10000.1_01136	CDS	390				hypothetical protein
SEQF10000.1_01137	CDS	300				hypothetical protein
SEQF10000.1_01138	CDS	216				hypothetical protein
SEQF10000.1_01139	CDS	624	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
SEQF10000.1_01140	CDS	600				hypothetical protein
SEQF10000.1_01141	CDS	846	yvgN	1.1.1.-	COG0656	Glyoxal reductase
SEQF10000.1_01142	CDS	1755	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
SEQF10000.1_01143	CDS	381	adhR		COG0789	HTH-type transcriptional regulator AdhR
SEQF10000.1_01144	CDS	516				hypothetical protein
SEQF10000.1_01145	CDS	810				hypothetical protein
SEQF10000.1_01146	CDS	1173				hypothetical protein
SEQF10000.1_01147	CDS	393				hypothetical protein
SEQF10000.1_01148	CDS	285				hypothetical protein
SEQF10000.1_01149	CDS	990	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
SEQF10000.1_01150	CDS	1494	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
SEQF10000.1_01151	CDS	1203	galK	2.7.1.6	COG0153	Galactokinase
SEQF10000.1_01152	CDS	969				hypothetical protein
SEQF10000.1_01153	CDS	879				hypothetical protein
SEQF10000.1_01154	CDS	384				hypothetical protein
SEQF10000.1_01155	CDS	3051	swrC		COG0841	Swarming motility protein SwrC
SEQF10000.1_01156	CDS	1095	czcB			Cobalt-zinc-cadmium resistance protein CzcB
SEQF10000.1_01157	CDS	1272				hypothetical protein
SEQF10000.1_01158	CDS	645				hypothetical protein
SEQF10000.1_01159	CDS	534				hypothetical protein
SEQF10000.1_01160	CDS	1470	udk	2.7.1.48		Uridine kinase
SEQF10000.1_01161	CDS	1920	glgX	3.2.1.196		Glycogen debranching enzyme
SEQF10000.1_01162	CDS	318	hup_2			DNA-binding protein HU
SEQF10000.1_01163	CDS	804	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
SEQF10000.1_01164	CDS	252	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
SEQF10000.1_01165	CDS	657	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
SEQF10000.1_01166	CDS	1230				hypothetical protein
SEQF10000.1_01167	CDS	705	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
SEQF10000.1_01168	CDS	1278	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
SEQF10000.1_01169	CDS	579				hypothetical protein
SEQF10000.1_01170	CDS	561				hypothetical protein
SEQF10000.1_01171	CDS	3723				hypothetical protein
SEQF10000.1_01172	CDS	3642				hypothetical protein
SEQF10000.1_01173	CDS	3336				hypothetical protein
	repeat_region	1684				
SEQF10000.1_01174	CDS	1548				hypothetical protein
SEQF10000.1_01175	CDS	2511				hypothetical protein
SEQF10000.1_01176	CDS	591				hypothetical protein
SEQF10000.1_01177	CDS	558				hypothetical protein
SEQF10000.1_01178	CDS	549	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
SEQF10000.1_01179	CDS	249				hypothetical protein
SEQF10000.1_01180	CDS	261				hypothetical protein
SEQF10000.1_01181	CDS	1884				hypothetical protein
SEQF10000.1_01182	CDS	792	yfcA		COG0730	putative membrane transporter protein YfcA
SEQF10000.1_01183	CDS	1401				hypothetical protein
SEQF10000.1_01184	CDS	2232	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
SEQF10000.1_01185	CDS	1335	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
SEQF10000.1_01186	CDS	555	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SEQF10000.1_01187	CDS	273				hypothetical protein
SEQF10000.1_01188	CDS	942	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
SEQF10000.1_01189	CDS	261				hypothetical protein
SEQF10000.1_01190	CDS	1362	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
SEQF10000.1_01191	CDS	288				hypothetical protein
SEQF10000.1_01192	CDS	756				hypothetical protein
SEQF10000.1_01193	CDS	852	dnaI		COG1484	Primosomal protein DnaI
SEQF10000.1_01194	CDS	486				hypothetical protein
SEQF10000.1_01195	CDS	339				hypothetical protein
SEQF10000.1_01196	CDS	1047				hypothetical protein
SEQF10000.1_01197	CDS	711				hypothetical protein
SEQF10000.1_01198	CDS	195				hypothetical protein
SEQF10000.1_01199	CDS	435				hypothetical protein
SEQF10000.1_01200	CDS	393				hypothetical protein
SEQF10000.1_01201	CDS	378				hypothetical protein
SEQF10000.1_01202	CDS	321				hypothetical protein
SEQF10000.1_01203	CDS	1122				hypothetical protein
SEQF10000.1_01204	CDS	843				hypothetical protein
SEQF10000.1_01205	CDS	777	opuBA_2		COG1125	Choline transport ATP-binding protein OpuBA
SEQF10000.1_01206	CDS	831				hypothetical protein
SEQF10000.1_01207	CDS	927				hypothetical protein
SEQF10000.1_01208	CDS	594	recR		COG0353	Recombination protein RecR
SEQF10000.1_01209	CDS	303				hypothetical protein
SEQF10000.1_01210	CDS	972	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
SEQF10000.1_01211	CDS	957	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
SEQF10000.1_01212	CDS	921	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
SEQF10000.1_01213	CDS	528				hypothetical protein
SEQF10000.1_01214	CDS	411	nsrR			HTH-type transcriptional repressor NsrR
SEQF10000.1_01215	CDS	909				hypothetical protein
SEQF10000.1_01216	CDS	1518				hypothetical protein
SEQF10000.1_01217	CDS	1725	uvrC		COG0322	UvrABC system protein C
SEQF10000.1_01218	CDS	852				Nucleotide-binding protein
SEQF10000.1_01219	tRNA	76				tRNA-Gly(tcc)
SEQF10000.1_01220	tRNA	77				tRNA-Ala(tgc)
SEQF10000.1_01221	tRNA	77				tRNA-Met(cat)
SEQF10000.1_01222	CDS	450	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
SEQF10000.1_01223	CDS	717				hypothetical protein
SEQF10000.1_01224	CDS	744				hypothetical protein
SEQF10000.1_01225	CDS	1083	alr2	5.1.1.1	COG0787	Alanine racemase 2
SEQF10000.1_01226	CDS	1485	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
SEQF10000.1_01227	CDS	873				hypothetical protein
SEQF10000.1_01228	CDS	1914	hprK	2.7.4.-		HPr kinase/phosphorylase
SEQF10000.1_01229	CDS	636				hypothetical protein
SEQF10000.1_01230	CDS	1230	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
SEQF10000.1_01231	CDS	717	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
SEQF10000.1_01232	CDS	918	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
SEQF10000.1_01233	CDS	834	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
SEQF10000.1_01234	CDS	777	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
SEQF10000.1_01235	CDS	825	apbC		COG0489	Iron-sulfur cluster carrier protein
SEQF10000.1_01236	CDS	891	era			GTPase Era
SEQF10000.1_01237	CDS	714	xerC_2			Tyrosine recombinase XerC
SEQF10000.1_01238	CDS	1668	recN		COG0497	DNA repair protein RecN
SEQF10000.1_01239	CDS	801	nadK	2.7.1.23	COG0061	NAD kinase
SEQF10000.1_01240	CDS	1104	envC		COG4942	Murein hydrolase activator EnvC
SEQF10000.1_01241	CDS	846				hypothetical protein
SEQF10000.1_01242	CDS	930	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
SEQF10000.1_01243	CDS	813	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
SEQF10000.1_01244	CDS	522				hypothetical protein
SEQF10000.1_01245	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
SEQF10000.1_01246	CDS	1518	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
SEQF10000.1_01247	CDS	1761				hypothetical protein
SEQF10000.1_01248	CDS	480				hypothetical protein
SEQF10000.1_01249	CDS	588	cmk_2	2.7.4.25		Cytidylate kinase
SEQF10000.1_01250	CDS	624				hypothetical protein
SEQF10000.1_01251	CDS	2070	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
SEQF10000.1_01252	CDS	1218		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
SEQF10000.1_01253	CDS	822	uppP	3.6.1.27		Undecaprenyl-diphosphatase
SEQF10000.1_01254	CDS	999	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
SEQF10000.1_01255	CDS	819	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
SEQF10000.1_01256	CDS	741				hypothetical protein
SEQF10000.1_01257	CDS	2670	secA		COG0653	Protein translocase subunit SecA
SEQF10000.1_01258	CDS	2022	ligA	6.5.1.2		DNA ligase
SEQF10000.1_01259	CDS	1038	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
SEQF10000.1_01260	CDS	384			COG1055	putative transporter
SEQF10000.1_01261	CDS	930				hypothetical protein
SEQF10000.1_01262	CDS	2526				hypothetical protein
SEQF10000.1_01263	CDS	549	puuR_2			HTH-type transcriptional regulator PuuR
SEQF10000.1_01264	CDS	1209	pncC	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
SEQF10000.1_01265	CDS	504	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
SEQF10000.1_01266	CDS	2169				hypothetical protein
SEQF10000.1_01267	CDS	603	coaE	2.7.1.24		Dephospho-CoA kinase
SEQF10000.1_01268	CDS	990	rhaR_3			HTH-type transcriptional activator RhaR
SEQF10000.1_01269	CDS	1746	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
SEQF10000.1_01270	CDS	1719	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
SEQF10000.1_01271	CDS	1401	tpl	4.1.99.2		Tyrosine phenol-lyase
SEQF10000.1_01272	CDS	1326				hypothetical protein
SEQF10000.1_01273	CDS	684				hypothetical protein
SEQF10000.1_01274	CDS	867				hypothetical protein
SEQF10000.1_01275	CDS	765				hypothetical protein
SEQF10000.1_01276	CDS	189				hypothetical protein
SEQF10000.1_01277	CDS	279				hypothetical protein
SEQF10000.1_01278	CDS	1542	abgT_1		COG2978	p-aminobenzoyl-glutamate transport protein
SEQF10000.1_01279	CDS	603				hypothetical protein
SEQF10000.1_01280	CDS	1125				hypothetical protein
SEQF10000.1_01281	CDS	2232	pflB	2.3.1.54		Formate acetyltransferase
SEQF10000.1_01282	CDS	726	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
SEQF10000.1_01283	CDS	561	dinG	3.1.-.-		3'-5' exonuclease DinG
SEQF10000.1_01284	CDS	618	cutC		COG3142	Copper homeostasis protein CutC
SEQF10000.1_01285	CDS	1416	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
SEQF10000.1_01286	CDS	1521	gsiB		COG0747	Glutathione-binding protein GsiB
SEQF10000.1_01287	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
SEQF10000.1_01288	CDS	252				hypothetical protein
SEQF10000.1_01289	CDS	339			COG2826	IS30 family transposase ISSau1
SEQF10000.1_01290	CDS	279				hypothetical protein
SEQF10000.1_01291	CDS	2148				hypothetical protein
SEQF10000.1_01292	CDS	189				hypothetical protein
SEQF10000.1_01293	CDS	723				hypothetical protein
SEQF10000.1_01294	CDS	549				hypothetical protein
SEQF10000.1_01295	CDS	156				hypothetical protein
SEQF10000.1_01296	CDS	1800	metAS	2.3.1.30		Homoserine O-succinyltransferase
SEQF10000.1_01297	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
SEQF10000.1_01298	CDS	1602	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
SEQF10000.1_01299	CDS	681	srrA		COG0745	Transcriptional regulatory protein SrrA
SEQF10000.1_01300	CDS	840	pstS1		COG0226	Phosphate-binding protein PstS 1
SEQF10000.1_01301	CDS	837	pstC		COG0573	Phosphate transport system permease protein PstC
SEQF10000.1_01302	CDS	840				hypothetical protein
SEQF10000.1_01303	CDS	753	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
SEQF10000.1_01304	CDS	684				hypothetical protein
SEQF10000.1_01305	CDS	369	rpsL			30S ribosomal protein S12
SEQF10000.1_01306	CDS	471	rpsG		COG0049	30S ribosomal protein S7
SEQF10000.1_01307	CDS	2082	fusA_1		COG0480	Elongation factor G
SEQF10000.1_01308	CDS	936	ctkA_1	2.7.11.1		Serine/threonine-protein kinase CtkA
SEQF10000.1_01309	CDS	228				hypothetical protein
SEQF10000.1_01310	CDS	1230				hypothetical protein
SEQF10000.1_01311	CDS	1233				hypothetical protein
SEQF10000.1_01312	CDS	270				hypothetical protein
SEQF10000.1_01313	CDS	240				hypothetical protein
SEQF10000.1_01314	CDS	996				hypothetical protein
SEQF10000.1_01315	CDS	411				hypothetical protein
SEQF10000.1_01316	CDS	114				hypothetical protein
SEQF10000.1_01317	CDS	786				hypothetical protein
SEQF10000.1_01318	CDS	234				hypothetical protein
SEQF10000.1_01319	CDS	228	topB	5.6.2.1		DNA topoisomerase 3
SEQF10000.1_01320	CDS	1572	malP		COG1263	PTS system maltose-specific EIICB component
SEQF10000.1_01321	CDS	798	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
SEQF10000.1_01322	CDS	1542	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
SEQF10000.1_01323	CDS	714	treR		COG2188	HTH-type transcriptional regulator TreR
SEQF10000.1_01324	CDS	429				hypothetical protein
SEQF10000.1_01325	CDS	810				hypothetical protein
SEQF10000.1_01326	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
SEQF10000.1_01327	CDS	846	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
SEQF10000.1_01328	CDS	1140	potA	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
SEQF10000.1_01329	CDS	1023	lldD	1.1.-.-		L-lactate dehydrogenase
SEQF10000.1_01330	CDS	264	ptsH		COG1925	Phosphocarrier protein HPr
SEQF10000.1_01331	CDS	1734	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
SEQF10000.1_01332	CDS	1326				hypothetical protein
SEQF10000.1_01333	CDS	213				hypothetical protein
SEQF10000.1_01334	CDS	306				hypothetical protein
SEQF10000.1_01335	CDS	3048	btuB_6			Vitamin B12 transporter BtuB
SEQF10000.1_01336	CDS	573	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
SEQF10000.1_01337	CDS	870	rmlA_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
SEQF10000.1_01338	CDS	948				hypothetical protein
SEQF10000.1_01339	CDS	942				hypothetical protein
SEQF10000.1_01340	CDS	600	kanE	2.4.1.301		Alpha-D-kanosaminyltransferase
SEQF10000.1_01341	CDS	465				hypothetical protein
SEQF10000.1_01342	CDS	1083	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
SEQF10000.1_01343	CDS	1203				hypothetical protein
SEQF10000.1_01344	CDS	885	lpxD_1	2.3.1.-		UDP-3-O-acylglucosamine N-acyltransferase
SEQF10000.1_01345	CDS	1191	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
SEQF10000.1_01346	CDS	1287	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
SEQF10000.1_01347	CDS	441				hypothetical protein
SEQF10000.1_01348	CDS	375				hypothetical protein
SEQF10000.1_01349	CDS	528				hypothetical protein
SEQF10000.1_01350	CDS	1818	dnaK		COG0443	Chaperone protein DnaK
SEQF10000.1_01351	CDS	561	grpE		COG0576	Protein GrpE
SEQF10000.1_01352	CDS	1014	hrcA		COG1420	Heat-inducible transcription repressor HrcA
SEQF10000.1_01353	CDS	456				hypothetical protein
SEQF10000.1_01354	CDS	465				hypothetical protein
SEQF10000.1_01355	CDS	747				hypothetical protein
SEQF10000.1_01356	CDS	1461	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
SEQF10000.1_01357	CDS	816	mscS		COG0668	Small-conductance mechanosensitive channel
SEQF10000.1_01358	CDS	204	cspB		COG1278	Cold shock protein CspB
SEQF10000.1_01359	CDS	513				hypothetical protein
SEQF10000.1_01360	CDS	1251	gltP_2		COG1301	Proton/glutamate-aspartate symporter
SEQF10000.1_01361	CDS	501				hypothetical protein
SEQF10000.1_01362	CDS	693	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
SEQF10000.1_01363	CDS	351	rplQ		COG0203	50S ribosomal protein L17
SEQF10000.1_01364	CDS	981	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
SEQF10000.1_01365	CDS	588	rpsD		COG0522	30S ribosomal protein S4
SEQF10000.1_01366	CDS	390	rpsK			30S ribosomal protein S11
SEQF10000.1_01367	CDS	357	rpsM			30S ribosomal protein S13
SEQF10000.1_01368	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
SEQF10000.1_01369	CDS	222	infA			Translation initiation factor IF-1
SEQF10000.1_01370	CDS	381				hypothetical protein
SEQF10000.1_01371	CDS	240				hypothetical protein
SEQF10000.1_01372	CDS	402				hypothetical protein
SEQF10000.1_01373	CDS	762				hypothetical protein
SEQF10000.1_01374	CDS	252				hypothetical protein
SEQF10000.1_01375	CDS	231				hypothetical protein
SEQF10000.1_01376	CDS	774	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
SEQF10000.1_01377	CDS	1188				hypothetical protein
SEQF10000.1_01378	CDS	750	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
SEQF10000.1_01379	CDS	1023	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
SEQF10000.1_01380	CDS	855				hypothetical protein
SEQF10000.1_01381	CDS	1614	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
SEQF10000.1_01382	CDS	1047				hypothetical protein
SEQF10000.1_01383	CDS	555				hypothetical protein
SEQF10000.1_01384	CDS	1371	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
SEQF10000.1_01385	CDS	1164	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
SEQF10000.1_01386	CDS	1365	pcaB_2	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
SEQF10000.1_01387	CDS	1533	hbpA_3		COG0747	Heme-binding protein A
SEQF10000.1_01388	CDS	978	dppB_1		COG0601	Dipeptide transport system permease protein DppB
SEQF10000.1_01389	CDS	801	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
SEQF10000.1_01390	CDS	1677			COG1123	putative ABC transporter ATP-binding protein
SEQF10000.1_01391	CDS	1347				hypothetical protein
SEQF10000.1_01392	CDS	939				hypothetical protein
SEQF10000.1_01393	CDS	783				hypothetical protein
SEQF10000.1_01394	CDS	702	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
SEQF10000.1_01395	CDS	696				hypothetical protein
SEQF10000.1_01396	CDS	864				hypothetical protein
SEQF10000.1_01397	CDS	1035	btuF_4			Vitamin B12-binding protein
SEQF10000.1_01398	CDS	1044	feuC		COG0609	Iron-uptake system permease protein FeuC
SEQF10000.1_01399	CDS	765	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
SEQF10000.1_01400	CDS	183				hypothetical protein
SEQF10000.1_01401	CDS	1053			COG0614	putative protein
SEQF10000.1_01402	CDS	996			COG0609	putative ABC transporter permease protein
SEQF10000.1_01403	CDS	786			COG1120	putative ABC transporter ATP-binding protein
SEQF10000.1_01404	CDS	237				hypothetical protein
SEQF10000.1_01405	CDS	153				hypothetical protein
SEQF10000.1_01406	CDS	420				hypothetical protein
SEQF10000.1_01407	CDS	555				hypothetical protein
SEQF10000.1_01408	CDS	576				hypothetical protein
SEQF10000.1_01409	CDS	951				hypothetical protein
SEQF10000.1_01410	CDS	495				hypothetical protein
SEQF10000.1_01411	CDS	231				hypothetical protein
SEQF10000.1_01412	CDS	225				hypothetical protein
SEQF10000.1_01413	CDS	720				hypothetical protein
SEQF10000.1_01414	CDS	366	tnpR			Transposon Tn3 resolvase
SEQF10000.1_01415	CDS	198				hypothetical protein
SEQF10000.1_01416	CDS	972			COG4962	Putative conjugal transfer protein
SEQF10000.1_01417	CDS	276				hypothetical protein
SEQF10000.1_01418	CDS	2379				hypothetical protein
SEQF10000.1_01419	CDS	825				hypothetical protein
SEQF10000.1_01420	CDS	537				hypothetical protein
SEQF10000.1_01421	CDS	267				hypothetical protein
	repeat_region	558				
SEQF10000.1_01422	CDS	567	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
SEQF10000.1_01423	CDS	1224	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
SEQF10000.1_01424	CDS	411				hypothetical protein
SEQF10000.1_01425	CDS	768				hypothetical protein
SEQF10000.1_01426	CDS	357				hypothetical protein
SEQF10000.1_01427	CDS	477				hypothetical protein
SEQF10000.1_01428	CDS	3447				hypothetical protein
SEQF10000.1_01429	CDS	396				hypothetical protein
SEQF10000.1_01430	CDS	555				hypothetical protein
SEQF10000.1_01431	CDS	801				hypothetical protein
SEQF10000.1_01432	CDS	405				hypothetical protein
SEQF10000.1_01433	CDS	1239				hypothetical protein
SEQF10000.1_01434	CDS	1644	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
SEQF10000.1_01435	CDS	1041				hypothetical protein
SEQF10000.1_01436	CDS	1092				hypothetical protein
SEQF10000.1_01437	CDS	330				hypothetical protein
SEQF10000.1_01438	CDS	705				hypothetical protein
SEQF10000.1_01439	CDS	1125	hadC_2	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit
